0.01000208 -0.00691489 0.29808419
0.01050239 0.00135105 0.40541835
0.01100338 0.00102682 0.73795953
0.01150492 0.00046156 0.09456725
0.01200593 -0.00052504 -0.43148612
0.01250707 0.00243406 1.07733488
0.01300828 0.00308680 -0.44174232
0.01350950 0.00129784 -0.70091027
0.01401069 -0.00163125 -0.48080716
0.01451193 -0.00123552 -0.79299740
0.01500048 0.00456926 -0.87795225
0.01550146 -0.00117040 -0.21793831
0.01600281 -0.00388784 0.71625079
0.01650442 0.00004876 -0.23788817
0.01700536 -0.00377309 0.65798111
0.01750629 0.00197468 -0.06365866
0.01800785 0.00232781 0.16151336
0.01850954 -0.00353139 0.86318857
0.01901037 -0.00245274 -0.28759443
0.01951107 -0.00081702 0.11664252
0.02000336 -0.00719031 1.14515437
0.02050733 0.00002236 -0.12114992
0.02101033 0.00497964 -0.83305752
0.02151057 0.00211290 0.44756785
0.02201280 0.00462561 -0.48263419
0.02251336 0.00191300 -1.22441757
0.02301654 0.00490883 1.68912062
0.02351703 0.00172155 0.00694009
0.02401740 -0.00285701 -1.17250474
0.02451765 0.00265030 -0.43678737
0.02500401 -0.00839633 1.00916912
0.02550485 0.00013270 0.15018223
0.02600560 -0.00689424 -0.26830770
0.02650561 -0.00539782 2.18060460
0.02700707 0.00145193 -0.28947062
0.02750770 -0.00426205 -0.74146792
0.02800783 0.00730268 0.24364341
0.02850960 0.00211676 0.67756619
0.02901093 0.00425961 -0.54626875
0.02951255 0.00589194 -0.92238247
0.03000466 0.00196300 0.24024580
0.03050481 -0.00196578 0.72456858
0.03100563 0.00041598 -0.18021773
0.03150797 0.00041054 -0.72065914
0.03200811 -0.00218584 -0.86512994
0.03250992 0.00146574 0.75549856
0.03301138 0.00546674 -0.35669418
0.03351239 0.00614591 -0.00486772
0.03401332 -0.00104356 -0.18899660
0.03451531 0.00886235 0.31377803
0.03500614 0.00670575 0.17172087
0.03550765 -0.00428936 0.54411366
0.03600884 -0.00375305 0.16961063
0.03650916 -0.00197576 -0.04452018
0.03700946 0.00535081 0.26148670
0.03751186 -0.00713133 -0.30997952
0.03801271 -0.00545335 0.21559617
0.03851481 -0.00048623 0.14938657
0.03901542 -0.00788075 -0.38937005
0.03951671 0.00349627 0.06868406
0.04000663 0.00559713 -0.18234080
0.04050840 -0.00679575 0.65483521
0.04100980 0.00415587 -0.30307780
0.04150990 -0.00316627 -0.90021060
0.04201020 0.00895590 -0.35265003
0.04251220 0.00979042 -0.12867715
0.04301330 0.00134294 0.06266624
0.04351376 0.01299047 -0.03644800
0.04401590 -0.01019993 -0.13946692
0.04451638 0.00488764 0.02994958
0.04500684 0.01273793 -0.18728930
0.04550840 -0.00713210 -0.36764855
0.04600978 0.00751861 0.27503411
0.04650985 -0.01614325 -0.18561716
0.04701110 0.00072655 -0.11729740
0.04751175 0.00305984 0.14110074
0.04801363 0.01444575 -0.10908781
0.04851657 0.02378175 0.14444150
0.04901752 0.03511259 0.26249487
0.04951942 0.00770157 0.12349933
0.05000875 0.00262526 0.29799038
0.05051077 -0.01883700 0.16287938
0.05101294 -0.02546000 0.04171667
0.05151463 -0.01830222 0.41265095
0.05201519 0.03448917 0.42960222
0.05251693 0.02629488 0.18408883
0.05301845 0.03740865 0.16260236
0.05351977 0.04052930 0.12480130
0.05402110 0.06178545 0.25045112
0.05452302 0.02943568 0.22827107
