0.01000208 0.00386177 0.00800816
0.01050239 -0.00337639 0.01154671
0.01100338 0.00197200 0.02224544
0.01150492 0.00093274 0.06636540
0.01200593 -0.00258817 -0.17136395
0.01250707 0.00418283 0.13850643
0.01300828 0.00254516 0.12143161
0.01350950 -0.00457590 -0.07142890
0.01401069 -0.00162222 0.02135439
0.01451193 -0.00197914 -0.08782234
0.01500048 -0.00266330 -0.27524618
0.01550146 -0.00150088 -0.01475522
0.01600281 0.00332231 0.44126364
0.01650442 -0.00100592 0.04328938
0.01700536 -0.00202336 0.31873815
0.01750629 -0.00294539 -0.17335514
0.01800785 -0.00158342 -0.17042113
0.01850954 0.00219220 0.32717394
0.01901037 -0.01168199 -0.29720763
0.01951107 -0.00452416 -0.05438286
0.02000336 0.00225435 0.30590652
0.02050733 -0.00058706 0.08241582
0.02101033 -0.01074065 -0.11818138
0.02151057 -0.00354652 -0.01819761
0.02201280 -0.01725148 -0.61204004
0.02251336 -0.00391006 -0.38480291
0.02301654 0.01477768 0.75189620
0.02351703 -0.01753297 -0.38808691
0.02401740 0.00350020 -0.20014505
0.02451765 -0.00503123 -0.01771124
0.02500401 0.00779776 0.41034490
0.02550485 0.01596231 0.35409555
0.02600560 0.00105190 -0.11627039
0.02650561 0.00955543 1.05632094
0.02700707 -0.03276106 -0.28506324
0.02750770 -0.01300624 -0.42286368
0.02800783 -0.00600108 0.04649113
0.02850960 -0.01230580 0.14038569
0.02901093 0.00474213 0.30143794
0.02951255 -0.00533579 -0.24459384
0.03000466 -0.02271633 0.29349867
0.03050481 0.02216398 0.26951891
0.03100563 0.01439148 -0.09089543
0.03150797 -0.01251850 -0.00600335
0.03200811 0.00248803 -0.29676467
0.03250992 0.00160513 0.37889895
0.03301138 0.00349398 -0.01783268
0.03351239 0.00722495 -0.02645898
0.03401332 -0.01852462 -0.07465680
0.03451531 0.01094758 0.40195913
0.03500614 -0.01323012 0.00645365
0.03550765 -0.00329441 0.11938232
0.03600884 0.01148262 0.16640746
0.03650916 -0.00060101 -0.00301900
0.03700946 0.02162788 0.24739765
0.03751186 -0.00456092 -0.12865660
0.03801271 -0.00349690 -0.02859941
0.03851481 -0.00269369 0.04385358
0.03901542 0.01097815 0.14417919
0.03951671 0.01038005 0.08720291
0.04000663 -0.01364294 -0.12318862
0.04050840 0.02591707 0.27851437
0.04100980 -0.00717569 -0.07421475
0.04150990 -0.01459804 -0.09995033
0.04201020 -0.01565203 -0.07632146
0.04251220 -0.01277775 0.01433394
0.04301330 -0.01373623 0.01835888
0.04351376 -0.02501986 0.04852146
0.04401590 -0.01695521 -0.01183935
0.04451638 -0.01489367 -0.07431651
0.04500684 0.00965838 -0.02314104
0.04550840 -0.03870454 -0.10371668
0.04600978 -0.00285361 0.13173602
0.04650985 0.00156749 0.06674642
0.04701110 0.01077642 0.04485058
0.04751175 0.01820533 0.01000069
0.04801363 -0.00566119 -0.04135323
0.04851657 -0.01901281 0.00661887
0.04901752 0.01174206 0.10225226
0.04951942 0.01884060 0.13952559
0.05000875 0.02880934 0.18936958
0.05051077 -0.02725033 0.03323867
0.05101294 -0.01188365 -0.00173608
0.05151463 0.01518561 0.17548751
0.05201519 0.03693878 0.20148394
0.05251693 0.00933953 0.05357585
0.05301845 0.02440380 0.13975673
0.05351977 0.01294797 0.14292416
0.05402110 0.00294116 0.08232604
0.05452302 0.00575869 0.11191051
0.05500895 -0.01266162 0.12074858
0.05551002 -0.02421536 0.01104170
0.05601210 -0.04940101 0.05493216
0.05651590 -0.01047817 0.08676305
0.05701940 -0.00422426 0.07350978
0.05751982 -0.00403589 0.06822225
0.05802054 0.00172781 0.09668828
0.05852133 -0.01024684 0.14226917
0.05902253 0.06772154 0.27141375
0.05952270 0.05907365 0.15017220
0.06000934 0.05696854 0.14953867
0.06050951 0.05399044 0.20326257
0.06100968 0.01268537 0.13562202
0.06150984 -0.05998919 0.22168291
0.06201001 -0.04935242 0.12972847
0.06251017 -0.02386602 0.10302208
0.06301034 -0.04309742 0.11559285
0.06351261 -0.04939420 0.05383086
0.06401287 -0.02512278 0.15218629
0.06451479 -0.06888907 0.05629445
0.06500966 -0.08082902 -0.02741556
0.06551092 0.06607469 0.21313691
0.06601164 0.01152080 0.04986088
0.06651339 0.02071866 0.02282397
0.06701384 0.01123632 0.09210134
0.06751610 0.05757153 0.09354430
0.06801626 0.07266172 0.04344846
0.06851804 0.08690218 0.05300093
0.06902044 0.04328420 0.00701232
0.06952293 0.04793033 0.06033031
0.06999427 0.00126302 0.07133363
0.07000032 0.00022834 0.07315573
0.07050054 0.00653818 0.09558075
