# 1:time 2:hplus 3:hcross
1.3520436512e-01 -6.5841481395e-01 3.2460701771e-01
1.3521362500e-01 -6.6462125797e-01 3.1617338400e-01
1.3522292416e-01 -6.7035945569e-01 3.0817773657e-01
1.3523221208e-01 -6.7560947301e-01 3.0062160099e-01
1.3524148891e-01 -6.8031980650e-01 2.9356630370e-01
1.3525076838e-01 -6.8447423237e-01 2.8700154070e-01
1.3526006409e-01 -6.8813482039e-01 2.8081082396e-01
1.3526934980e-01 -6.9130831727e-01 2.7491409463e-01
1.3527862895e-01 -6.9392593342e-01 2.6941741355e-01
1.3528792541e-01 -6.9598474683e-01 2.6439623390e-01
1.3529720149e-01 -6.9754691020e-01 2.5975475501e-01
1.3530650402e-01 -6.9861846047e-01 2.5542045925e-01
1.3531577706e-01 -6.9919121288e-01 2.5132972784e-01
1.3532506804e-01 -6.9933457460e-01 2.4754046288e-01
1.3533432711e-01 -6.9900411102e-01 2.4408276613e-01
1.3534360581e-01 -6.9813892870e-01 2.4093639069e-01
1.3535286904e-01 -6.9679630089e-01 2.3807013736e-01
1.3536215752e-01 -6.9495690454e-01 2.3553278853e-01
1.3537146533e-01 -6.9254579416e-01 2.3327953820e-01
1.3538076837e-01 -6.8963372006e-01 2.3128686085e-01
1.3539005701e-01 -6.8638286997e-01 2.2946307155e-01
1.3539934832e-01 -6.8284663732e-01 2.2777219852e-01
1.3540862023e-01 -6.7899014568e-01 2.2634506234e-01
1.3541789759e-01 -6.7482223902e-01 2.2513266252e-01
1.3542720978e-01 -6.7039829711e-01 2.2405002124e-01
1.3543648890e-01 -6.6571598336e-01 2.2305015026e-01
1.3544579568e-01 -6.6078328852e-01 2.2206801789e-01
1.3545506812e-01 -6.5564492343e-01 2.2111730153e-01
1.3546434180e-01 -6.5037813030e-01 2.2019902776e-01
1.3547364441e-01 -6.4497787509e-01 2.1928758051e-01
1.3548294883e-01 -6.3946861780e-01 2.1837827515e-01
1.3549220727e-01 -6.3387840182e-01 2.1743314755e-01
1.3550146317e-01 -6.2824985835e-01 2.1647247748e-01
1.3551072495e-01 -6.2257108508e-01 2.1550779714e-01
1.3552001919e-01 -6.1688206307e-01 2.1452891673e-01
1.3552930044e-01 -6.1121495466e-01 2.1354269970e-01
1.3553858417e-01 -6.0568227217e-01 2.1245246826e-01
1.3554785755e-01 -6.0033615986e-01 2.1114893131e-01
1.3555714254e-01 -5.9513420199e-01 2.0970087260e-01
1.3556641567e-01 -5.9001677504e-01 2.0817947735e-01
1.3557570502e-01 -5.8502912261e-01 2.0656229499e-01
1.3558500045e-01 -5.8024695108e-01 2.0482286916e-01
1.3559430367e-01 -5.7572115003e-01 2.0299917300e-01
1.3560359687e-01 -5.7149184181e-01 2.0112987050e-01
1.3561287801e-01 -5.6755254076e-01 1.9920640088e-01
1.3562214446e-01 -5.6385517832e-01 1.9714984126e-01
1.3563142402e-01 -5.6045868467e-01 1.9489805214e-01
1.3564069663e-01 -5.5749663606e-01 1.9243387719e-01
